Party,Criminal Case,Total Assets,Liabilities,state,Education,isDoctor,isAdvocate,isSC,isST
INC,0,30000,74,UTTARPRADESH,Post Graduate,-0.0012556772674190146,-0.0004971709091444054,-3.66551616445046e-05,0.0002036604928222855
AITC,0,2300,1600,WESTBENGAL,Post Graduate,-0.0006995909893091272,-0.0009782361958328057,-8.342191577365399e-06,-0.00021181330459581413
AAP,0,260000,9800,MAHARASHTRA,12th Pass,-0.0009057982016208087,-0.00026827559946161566,-6.305612456014872e-05,9.837196911372868e-05
INC,0,130000,20000,HIMACHALPRADESH,Doctorate,-0.0010459852888124723,0.00010233982601910478,-0.00032817716968490553,-0.00013391154025833317
DMK,0,130000,3900,TAMILNADU,Graduate Professional,-0.0005600108266918085,-4.135153580933583e-05,-8.647212609178821e-05,3.9624516015243425e-05
BJP,0,0,1000,MADHYAPRADESH,Post Graduate,-0.0007471291708205961,-0.0009202864485394643,5.488380308905398e-05,-0.00027301713623960756
INC,173,480000,80000,ASSAM,Post Graduate,0.0007750154134922351,1.7590731959317067e-05,-0.0003980971551539575,-4.66887432684004e-05
DMK,15,1300000,500,TAMILNADU,Post Graduate,0.0010365316747133174,-0.00046487036506434425,-1.3524671447112415e-05,-0.00011347315278615206
SP,0,7900,300000,UTTARPRADESH,Post Graduate,-0.00015903323364911256,0.0001666138116588733,-5.956459624353863e-05,9.839241351908046e-05
DMK,2,970000,1800,PUNJAB,Graduate,-0.0004908935108123636,-0.00016880102826582655,-0.000253811013887377,9.095927460541803e-05
INC,3,610000,75,KARNATAKA,Graduate,0.0003707736481258873,-0.0005456447160166587,-0.00020824425511596027,1.9635557272841677e-05
BJD,0,30000,600,ODISHA,10th Pass,0.0012985428567611204,0.0001678994185146537,-4.301899112743124e-05,1.5775316526270076e-05
BJP,4,0,56,MAHARASHTRA,12th Pass,0.0013004888867368775,0.0002156020412989043,-7.148628759447708e-05,0.0002106450613732785
INC,0,20000,2200,BIHAR,8th Pass,0.0018166113923849387,-0.0004569303044014412,-0.00023975312795691302,-0.0001310557435737141
INC,0,40000,2000,BIHAR,Doctorate,0.0022043779245281975,-0.001004944398847119,-5.296544011081316e-05,0.00012501008340751817
SHS,7,0,10000,MAHARASHTRA,10th Pass,0.0006870343613801232,-0.0002936494762285371,-0.00024732838714122126,0.00015557140833354337
BJP,0,0,0,TRIPURA,Post Graduate,0.00024409861433579208,7.049061140694569e-05,9.192142034711768e-05,8.828748501683586e-05
YSRCP,0,10000,600,ANDHRAPRADESH,Post Graduate,-0.00042625164622245434,-0.00020274368588139334,0.00015071760114032572,0.00014302363779117343
AAP,0,1800,2300,DELHI,12th Pass,-2.2918671393146604e-05,0.8862544096360953,0.0002281526074146385,6.462988200424677e-05
BJP,0,80000,10000,GUJARAT,10th Pass,-0.0006634942175164498,-0.00021078403573072377,9.150164531493692e-06,0.00046342814992403157
NPP,0,7000,1900,MEGHALAYA,12th Pass,-0.00010425825065535224,-0.0002905553823028488,-4.9580222702032376e-05,-0.00024228701276972331
JD(U),3,0,0,BIHAR,12th Pass,5.3343689940400703e-05,-0.000742764837183666,2.778225993034487e-05,0.0001415985621918979
INC,4,90000,7600,BIHAR,Doctorate,0.0011563825117195904,0.0001508350953023278,-6.277113923177682e-05,5.224493308941714e-05
BJP,0,150000,5100,TRIPURA,Graduate,-0.00019644043724126444,-0.0006657190386544962,4.044735678146043e-05,5.8973324676300804e-05
AAP,0,2920000,60000,DELHI,Graduate,-0.0002103274963779774,0.0003621181292620573,-5.344171748385028e-06,-0.00017053319765603447
INC,0,20000,20000,KARNATAKA,12th Pass,0.0007464348200449853,3.384472843733422e-05,0.0001769442503637819,-0.00028335201030499645
BJP,0,0,4700,RAJASTHAN,Post Graduate,-4.235824905183998e-05,-0.0007144092511384495,7.922118630352547e-06,0.00014260210319951567
BJP,0,7700,100,ARUNACHALPRADESH,Graduate,0.00023225197915432413,0.00024338617775960308,-0.00013111696507170744,-5.523626240295759e-05
INC,0,7000,8700,ODISHA,Graduate Professional,-0.0008158645334394972,5.11403542503508e-06,-0.000283056508583052,9.475701095825062e-05
BJP,1,830000,570000,UTTARPRADESH,Graduate,0.0010323868533464037,-0.00041751747925220846,1.183308310102191e-05,0.00019477150370719322
AIADMK,0,4500,300,TAMILNADU,Graduate,-0.0002400932252128737,-0.00013645439016552632,8.690437258362711e-06,0.00010432672056891407
BJP,4,90000,50000,UTTARPRADESH,Post Graduate,0.0003543913832340105,-0.0007528650909171211,-0.00016688019577649926,0.0005597729128756174
IND,0,20000,1300,KERALA,12th Pass,0.0005977879359858672,-0.00017989065320098713,-3.42315127674363e-05,0.00019643608793572297
INC,0,6500,800,PUNJAB,12th Pass,-0.0015489205880702716,-0.0007278528027987958,-0.0003839270744977306,7.325447915373499e-05
YSRCP,6,30000,1900,ANDHRAPRADESH,Post Graduate,-0.0012408573524007782,-0.000478656940247153,-0.0003873501457098631,3.6743093069161998e-06
INC,42,700000,75,KARNATAKA,Post Graduate,-0.00019470562408538202,0.00012990104969763043,-0.00022165106307664548,0.00011818486205233627
INC,1,100000,3100,KARNATAKA,Graduate,-0.0008630560615449086,1.9512725319655478e-05,-9.178211350966733e-06,9.793422795520552e-05
INC,5,50000,1300,MAHARASHTRA,10th Pass,4.724232444169708e-05,0.00014288492695964085,0.0001427151469825501,6.768114061019638e-05
INC,0,10000,1100,BIHAR,Graduate,-0.00015789717268943206,-0.0009163510168521711,-0.00042016075740960844,-8.003408230025396e-05
DMK,8,30000,2400,TAMILNADU,Post Graduate,0.0001591121765856998,6.946810895615263e-05,-0.00016776229180281784,0.000512833928596137
BJP,0,30000,800,MANIPUR,Post Graduate,-0.0002718131564016705,-0.00020756750573581626,-8.04569426129145e-05,-0.00010067622862183916
INC,1,10000,3000,KARNATAKA,10th Pass,0.001731265580831851,-0.0011608895080944038,-0.00031626099348229606,0.00021002672424354582
SHS,2,0,10000,MAHARASHTRA,10th Pass,0.0022735611415011714,0.0005577724305812186,-0.0001541701957123178,0.0003567588803432134
BJP,1,30000,8100,ASSAM,12th Pass,0.0009431824745365013,-0.0001851461403669978,0.0001656774838078915,-0.00014995745655052087
BJP,0,9900,310000,MANIPUR,Graduate,-0.0006478962599716889,-0.0001721812126605006,9.266536581792795e-05,5.3160064146678474e-05
INC,4,40000,100000,UTTARPRADESH,12th Pass,0.0009365358211618752,0.0002985024367412764,-0.0001026521561935095,0.00012370588675136084
BJP,0,340000,1900,RAJASTHAN,Post Graduate,-0.00029109635450021696,-0.0002737331464600412,-4.8351603314839464e-05,4.553041688583779e-06
BJP,7,8400,1800,MANIPUR,Graduate Professional,0.001355142699666988,0.0005361695997483701,-0.00022096091357663884,8.576889813065308e-05
DMK,1,490000,1700,TAMILNADU,Post Graduate,0.0007338690356664627,-0.0006576184927901262,-0.00014254374168391035,-0.00013721526678873267
INC,0,110000,500,UTTARAKHAND,Post Graduate,-0.00025263246442209554,-0.0007311390176509891,-0.00015298847184363036,2.806720801936276e-05
BJP,0,2420000,2100,PUNJAB,Post Graduate,-0.0014149075618896465,-0.0007180890466646773,2.0607249322941932e-05,-0.0002609828368060766
AITC,1,950000,270000,ODISHA,Graduate,0.00021244825879875552,-0.0008627277315593958,-2.725564891544325e-05,-0.00037583108997842204
INC,3,30000,10000,KARNATAKA,12th Pass,-0.0004213828766452765,3.542504026191619e-05,-2.1367850094833408e-05,0.0003975881378718582
INC,0,6400,480000,RAJASTHAN,12th Pass,0.00223981962097801,0.00014157830775655457,-9.67941674757851e-05,0.00013122670200010572
AAP,9,0,2300,DELHI,Others,0.0009919157107348864,-0.0004617972553569828,7.81445649256297e-05,-0.00018713727228187384
INC,0,30000,8800,ASSAM,12th Pass,-0.00048193425513917053,-0.0003538368838005702,-0.00017238323386753677,-0.0003548445690066889
BJD,6,20000,800,WESTBENGAL,12th Pass,-5.320653386920751e-05,-0.0006334156441712306,-0.0002876449332438489,-0.00023854938818213456
DMK,10,20000,2000,TAMILNADU,Graduate Professional,-0.0007518430467245621,-0.0005663428813798683,-1.6477725221616977e-05,6.660925049222767e-05
JD(U),8,60000,1200,BIHAR,Graduate,0.00036067953626620433,0.00021004735555969837,-0.00016394589853362595,-9.246317474532768e-06
BJP,0,540000,7100,UTTARPRADESH,Post Graduate,-0.0006946094128021978,-0.0003842198941355038,-0.00023619392456225956,-0.00014636682314108252
AAP,3,5000,800,PUNJAB,Graduate Professional,0.0005966599871656704,-0.00038973512429351243,0.00019368996859653575,-0.0001792383584239891
BJP,0,0,10000,MADHYAPRADESH,Doctorate,-0.00013738411199853607,-0.00036021409839076285,-5.4113633665149495e-05,-0.0002629049535112017
DMK,22,3700,10000,TAMILNADU,Graduate,0.00028167125336657397,0.00031858724034127255,0.00019763166484410233,0.00018341053648139775
DMK,47,80000,0,TAMILNADU,12th Pass,0.0017527812236526794,0.0001739681332159315,0.00012210832591217927,0.0001187754335197187
INC,3,20000,3400,KERALA,Graduate Professional,-0.0009112845780946221,0.0004995717352899769,0.0001466768184196079,-0.00026448697064401924
DMK,10,290000,4600,TAMILNADU,Graduate,-0.0012880999628894732,-0.0006148883608905894,-5.591563483391356e-07,0.00012014720470766354
BJP,0,4000,0,GUJARAT,Graduate Professional,0.00041419279041672233,0.00046254087208165716,-1.8486376875624064e-05,-5.165354235624647e-05
BJD,1,50000,1800,ODISHA,12th Pass,-0.0007631460681628538,-0.0007683254528657788,-2.629635943219621e-05,-7.457593252654078e-05
CPI(M),0,160000,4600,HARYANA,Post Graduate,0.00023516732948017534,4.469802072326163e-05,-0.00014041031398838783,-3.2509762872056875e-06
INC,3,90000,0,UTTARPRADESH,Graduate,-0.0007007749600826894,-0.0006040625295204014,0.00011432471999005279,0.00015659328599907594
BJP,0,1300000,5600,UTTARPRADESH,Graduate Professional,-5.428382699662555e-05,-0.0007562527201149013,-5.1423261638916064e-05,-0.00020133823181044632
BJP,0,270000,0,GOA,Others,0.0001446536935246596,-2.4407877362059874e-06,9.080070198817032e-05,5.923931700314348e-06
BJP,0,250000,120000,GOA,Others,0.002127422474747676,-0.0004756303371183892,3.17178116844997e-05,0.00029865458440390887
YSRCP,38,3500,4800,ANDHRAPRADESH,Graduate,-0.00048317059338741976,0.00045568283947725416,-0.0001610668198048795,7.8696893438411e-06
DMK,0,80000,100,TAMILNADU,Graduate,0.0007178322194074529,-0.0008558439328102376,2.304434346877574e-05,1.7529267756554343e-05
INC,5,5400,100,KARNATAKA,Graduate,0.0004783275659706853,-0.0001949839319738192,-7.021221012784351e-05,-0.00013283727426957858
DMK,4,70,7400,TAMILNADU,Graduate,-0.0007712264016343583,-0.0010074875585903,-0.0003971821693301768,-0.00022609949755784592
AIADMK,51,0,800,TAMILNADU,Graduate,1.71572566679251e-05,-0.0005551697133771061,-0.0001364684092004388,0.000363162321327001
INC,0,30000,7500,PUNJAB,Graduate Professional,-0.0008290066813124288,-0.0006937822333394331,1.1536273346767812e-05,7.964264455450751e-05
SHS,2,90000,40000,MAHARASHTRA,Graduate,-0.001037071011338397,-0.0002113867084819209,-7.67902664425866e-06,-7.350052701355345e-05
RJD,7,6700,500,BIHAR,12th Pass,-0.00023056547723011728,-0.000428036667246095,0.00016129488850458168,-1.0477413278767377e-05
INC,3,50000,2500,KERALA,12th Pass,0.0008478012235781155,-0.00023242904127940528,3.341283163706227e-05,0.00011325232341686953
BJP,0,6800,500,MADHYAPRADESH,Post Graduate,-0.0006353256163412974,-0.0013078097157223866,-0.00011557291610564905,-2.4945488831689783e-05
BJP,2,490000,10000,MAHARASHTRA,10th Pass,0.00030478775864403745,-0.0006201565060971458,0.00024120890367963484,-0.00020388775715194106
BJP,0,20000,40000,GOA,Others,0.002338632547892655,-0.001017964365589174,1.2428821528773305e-05,0.0001015037317551783
AITC,0,0,3900,GUJARAT,12th Pass,0.0010936736655549793,-1.470593618184738e-05,2.6123518556459366e-05,-0.00014648372492119242
BJD,0,0,7000,ODISHA,Post Graduate,0.0030914503365333038,-0.0003601600907511011,-6.658318294442028e-05,7.221325936772934e-05
BJP,0,50000,10000,ASSAM,Graduate,0.9561392227382249,-0.0001223657753826442,-0.00023242610630643903,-4.4817599791044943e-05
NPP,0,9100,99,UTTARPRADESH,Graduate,-6.617228788736239e-05,0.00023552011506409762,-0.0001703390167684819,-0.00020025516243840362
INC,5,30000,110000,KARNATAKA,12th Pass,-0.00047834246482587336,-0.0002834620226602115,-0.00014944705396445235,0.00036335259953025335
BJP,0,20000,1500,GUJARAT,5th Pass,0.00048349608311769787,0.00029636930374851315,-0.000208251717882504,-7.699567127143798e-05
YSRCP,38,80000,2800,ANDHRAPRADESH,Graduate,-0.0002406194902221046,0.00020962189537614118,8.823267613560315e-05,0.00015769665826692518
BJP,7,510000,20000,KARNATAKA,12th Pass,0.0010263548752536492,0.00011648045128414029,-0.00013130922440859308,0.000325036521733589
AITC,6,4600,300,WESTBENGAL,12th Pass,1.2655582736911656e-05,-0.0004958889027979358,0.00014525230885851332,0.0003090022985985606
DMK,25,0,0,TAMILNADU,12th Pass,-0.00044512771130077243,-0.000374154070272333,4.8214797100010925e-05,0.0002530437640288269
AIADMK,0,270000,1400,TAMILNADU,Graduate,0.00020736399545687604,-0.0010300058939260249,-0.0002909090966845476,0.00010374673252594144
DMK,47,490000,1200,TAMILNADU,10th Pass,0.0019344918629970033,0.0001352877866796106,-2.9698770250723666e-05,-4.201620980263528e-05
BJP,7,30000,0,MAHARASHTRA,10th Pass,0.00192623434754826,-0.0005207982763584612,-3.621127971650511e-05,7.284354288222863e-05
BJD,0,490000,0,ODISHA,Graduate,-0.00048619116057192145,-0.0004337876932586544,-0.00015519990853793417,0.00015579907484822224
AITC,13,8300,0,WESTBENGAL,10th Pass,-0.0007731460069181339,-0.00022227944931680087,0.000195879672403839,-4.776556760077552e-05
RJD,0,60000,0,BIHAR,Post Graduate,-0.0006078438563621369,0.0004979551066094367,-1.8413344916506284e-05,-0.0002806697043228417
AAP,0,0,10000,PUNJAB,Graduate,-5.385740756557011e-05,-0.0006187876749688589,0.0002545975388355629,6.888231086954812e-05
BJP,5,0,100,MAHARASHTRA,12th Pass,0.00015866550692526479,0.00013433694280279578,-0.00011574251157168386,2.8288899479690635e-05
BJP,14,0,10000,UTTARPRADESH,Graduate,-0.0009844429040510526,-0.00048157459046396046,0.00015739948822192102,0.00016057108952429112
YSRCP,0,0,200,ANDHRAPRADESH,Post Graduate,0.0007788913294829949,-0.0007493514438934636,-0.00025751290359085725,8.979173893060862e-05
BJP,0,8200,100000,WESTBENGAL,Post Graduate,0.00013051252764248447,-0.00028379647622040816,-4.895485850619789e-05,-4.236670287864713e-05
INC,0,30000,2800,HIMACHALPRADESH,Graduate,0.0014916137041111853,-0.0006520162503237737,-0.00036264779262050814,0.00024022268641950279
INC,0,160000,8300,MAHARASHTRA,Graduate Professional,-0.0007603268988967231,-0.0003122005941307096,0.00014360737211315954,-0.00022187524398778894
CPI(M),13,5200,0,ODISHA,Graduate Professional,0.0006201259971457426,-7.443488593388594e-05,-0.00010722900686307991,-6.173416473212839e-05
DMK,173,290000,8200,TAMILNADU,Post Graduate,0.0024342592513090836,-0.0006896411225577615,-3.6197888444802915e-05,3.962552147780171e-05
RJD,0,20000,0,BIHAR,Graduate,-0.0004672767435470342,-0.000586279876571596,0.00012043356789213383,0.00010786582216027264
AITC,0,2300,800,WESTBENGAL,10th Pass,0.00042452781675542974,-0.0005366188392594182,0.0002857638394111018,0.00015553530105589475
JMM,2,90000,100,ASSAM,12th Pass,0.0008083216896207194,-0.0001644557010966842,-0.00020635228739184213,0.00016904952220928797
DMK,10,20000,0,TAMILNADU,Graduate Professional,0.00023928769395131883,0.0011969111400779331,-9.109273300232102e-05,-0.00018004162618573817
BJP,0,0,5300,GUJARAT,12th Pass,0.001421292699336958,-0.00011455492987289703,-0.0004680995736570472,5.268044733457046e-05
NCP,1,7000,10000,MAHARASHTRA,Graduate,-0.0006800574393415628,-0.00030534526190828965,-6.747017966972665e-05,4.937092263675151e-05
YSRCP,0,170000,140000,ANDHRAPRADESH,Graduate,0.00015160465252769177,7.379067040496538e-05,-0.0001692301479719807,0.00039193636580090254
TDP,0,480000,600,ANDHRAPRADESH,Graduate,-0.00116486957644699,-0.0006626597308994927,-0.00013644746578774327,0.0003048301503326352
BJP,0,60000,1800,UTTARPRADESH,Post Graduate,-0.0013791733465091435,-0.0005956319744745153,-0.00022059036710849231,0.00021503228925222724
RJD,0,60000,0,BIHAR,Doctorate,0.9806728596973631,-0.0006414130504459689,-2.454846704480946e-05,0.00014559526841320883
BJP,0,80000,900,MADHYAPRADESH,Graduate,0.0004986479934681723,-0.0006786774216852149,-0.0002862684177622031,1.9972670248957536e-05
BJP,0,100,0,NAGALAND,12th Pass,-0.001592013076190014,-0.000541556225178352,-0.00016142644769443013,-9.778908198704631e-06
INC,2,20000,1600,KARNATAKA,Doctorate,0.0016432578630731192,0.0004152882379506434,-5.870514919232927e-05,8.030573593989008e-06
NCP,0,0,1500,MAHARASHTRA,Graduate,-0.0007067873405315425,0.0002398949589085273,-0.00022905192291825156,-3.132061301068782e-05
AAP,1,4400,60000,DELHI,Others,-0.0011311086992345655,0.00031474236521367594,-0.0001528840526949848,-0.00028381231851205
CPI,0,170000,40000,ODISHA,Graduate Professional,1.0197594468072675,0.901734285392028,3.930647331231637e-05,-0.0003046088591953629
BJP,0,30000,2100,CHHATTISGARH,Post Graduate,0.0002365625572327187,0.8550853216976104,-8.431918497476416e-05,-0.00016723548900524307
SP,0,40000,3500,UTTARPRADESH,Post Graduate,-0.000580785092250215,-0.00036360199012568025,-0.0001947934004473514,-6.148300390900427e-05
NCP,2,4400,40000,MAHARASHTRA,Graduate,-0.0011088880231425661,3.880815241448683e-05,2.160011194579718e-05,0.00010615892657771609
RJD,0,60000,0,BIHAR,Graduate,0.0005155704384996319,-0.000268899406452361,-0.0002929070327144381,5.9231236063323185e-06
Tipra Motha Party,0,4100,5100,TRIPURA,Post Graduate,0.0002886450227420159,0.00013808788589321687,-9.501499775496488e-05,0.0003778552723050192
BJP,0,30000,1000,CHHATTISGARH,Graduate,0.00039532146411295414,-0.0003421224392314207,-0.00010515941486820227,8.00836590522482e-06
DMK,29,10000,2400,TAMILNADU,10th Pass,0.0002833104075311185,-0.0007265749220359115,-0.00021422403141704076,0.00041379503244356265
BJP,4,560000,6100,UTTARPRADESH,Post Graduate,-0.0010791169531465246,-0.0003339368313345835,-0.00018992496563587842,9.404735548461328e-05
INC,0,110000,100,HIMACHALPRADESH,12th Pass,0.0011846619118691766,-0.0002543111553683238,-5.098313343780083e-05,-0.00011768922114619752
BJP,51,0,120000,MADHYAPRADESH,Graduate,0.0002473217239731959,0.00029412554885770674,-4.264954787514727e-06,6.857811748237758e-05
BJP,3,400000,4200,UTTARPRADESH,Post Graduate,0.001917517572559239,0.00046477780100689524,-8.96419473530366e-05,0.0002704870051536815
INC,0,0,3000,ASSAM,Post Graduate,-0.0001926040779702645,-0.0008050748012523619,4.3664155487793126e-05,0.0003021586586588851
AITC,13,2300,1600,WESTBENGAL,Doctorate,0.00014153719627485207,-5.828849569295604e-05,-2.4894711110528707e-05,-0.00017377923297920086
INC,3,9800,20000,UTTARAKHAND,Graduate,-0.0010724556015389724,-0.0002463890597466693,0.00012266622357035286,0.00023209679125105298
INC,0,5800,300,JHARKHAND,Graduate,0.0009480282329457377,-0.00023623948653671756,0.00010256599922407069,-0.00031906881098320793
SHS,5,50000,1900,MAHARASHTRA,10th Pass,0.0009753596372307046,0.925979779026213,5.7104266602769945e-05,0.00011597133250633706
AAP,1,270000,4900,DELHI,Graduate,0.0014147323077227827,-4.507390454526578e-05,3.386810880738899e-05,-0.00015646314190467987
YSRCP,15,170000,6500,ANDHRAPRADESH,Graduate,0.00037782683213414647,-0.00033860249131646936,-0.00013320105807103678,0.00026796122362430385
INC,4,5900,0,WESTBENGAL,Graduate,0.0006236203614670223,-0.0003610095859166133,0.00010444433734462098,-0.00013317342647036097
INC,0,20000,500,CHHATTISGARH,8th Pass,0.00019391252206724406,-0.000160309545851447,0.00013519443600399644,-9.791060330902123e-05
BJP,0,30000,0,MEGHALAYA,12th Pass,0.0004548393480047987,-0.0006618057350973421,3.4980876564255094e-05,0.0002039041871549305
BJP,0,0,7000,MADHYAPRADESH,Post Graduate,0.9970540337320334,-0.0004827605832288093,0.00014115015568238613,0.000282687898561314
NPP,0,30000,0,MEGHALAYA,Post Graduate,0.0007428676472638839,-0.00044584414870702275,-0.0002272096473881251,-2.407492583330827e-05
BJP,1,0,110000,UTTARPRADESH,Graduate,-5.189957583243273e-05,-4.196911223123475e-05,-0.00022016202516292143,-9.503918843933014e-05
AAP,3,950000,120000,PUNJAB,Others,0.00021475068076386148,-0.0007242688708329675,-6.55919607151092e-05,-0.00020307650527269213
INC,3,400000,1300,KARNATAKA,10th Pass,0.0009062769786600442,0.0005773327974969163,-0.00015986176920483987,0.00011513960643025315
INC,5,400,7200,KERALA,Graduate Professional,2.787266880705629e-05,-0.0004707561476389207,-1.0504303816298391e-05,-0.00019972168634859017
BJP,0,20000,80000,MADHYAPRADESH,Post Graduate,-0.0008314053044168084,-0.0012357921784669425,0.00015611443259372514,5.680896224940172e-05
INC,0,10000,3000,HIMACHALPRADESH,Post Graduate,0.0016007439873577415,-0.00045083524222317567,-0.0001577179144901944,-0.00010612893400199601
INC,0,10000,4700,JHARKHAND,8th Pass,0.00020450310087924238,-0.000625741758660188,-6.256673241761295e-05,-0.00013159196047998273
INC,5,90000,20000,KARNATAKA,12th Pass,-0.0003606795360929346,0.00014288057634422366,-7.845289932896621e-05,1.3198725622280467e-06
BJP,3,60000,4800,UTTARPRADESH,Post Graduate,-9.229928041363237e-05,0.000341085454080693,-0.0002821977690795688,1.3356075857732775e-05
INC,42,100000,30000,KARNATAKA,12th Pass,-0.00026380095285409745,0.0005029762043698461,5.966694488410122e-05,7.847460242448356e-05
BJP,0,70000,4000,UTTARPRADESH,Graduate Professional,0.0003128904406582286,0.00018457418349694058,-0.00037648569823896103,0.00015325139657868642
BJP,0,0,50000,UTTARPRADESH,Post Graduate,0.0005650653323091485,-0.0007425200025505329,4.04004398503264e-06,-0.0001455700648184145
BJP,0,60000,80000,GUJARAT,5th Pass,0.0021584502034997823,-0.0009610025080379781,-0.00046656930433056266,0.00021398029239717094
NDPP,0,0,0,NAGALAND,Graduate,0.00034698313248691237,9.54183719434046e-05,0.00021735009643732676,-3.7528260642894234e-05
BJP,0,6900,0,KARNATAKA,Post Graduate,0.00075264550616102,-1.0037346097983372e-05,0.0001715065747869037,4.3167594769610314e-05
