Party,Criminal Case,Total Assets,Liabilities,state,Education
Sikkim Krantikari Morcha,0,8800,0,PUDUCHERRY,Graduate
SHS,0,300,70000,KARNATAKA,Graduate Professional
AAP,0,8300,1000,HIMACHALPRADESH,Literate
JD(U),0,30000,4700,WESTBENGAL,12th Pass
AAP,1,8900,4200,BIHAR,12th Pass
INC,0,40000,0,BIHAR,Doctorate
AAP,0,10000,900,TAMILNADU,8th Pass
BJP,0,190000,300,ARUNACHALPRADESH,Post Graduate
DMK,25,0,10000,TAMILNADU,10th Pass
BJD,0,350000,39,MADHYAPRADESH,12th Pass
INC,4,110000,9000,JHARKHAND,8th Pass
BJP,0,3120000,1600,NAGALAND,12th Pass
BJP,0,110000,0,GUJARAT,10th Pass
YSRCP,18,6600,10000,TAMILNADU,Graduate Professional
DMK,29,0,20000,TAMILNADU,Graduate Professional
JD(U),0,2500,7500,MAHARASHTRA,12th Pass
YSRCP,2,0,10000,MAHARASHTRA,Graduate
DMK,8,20000,100,TAMILNADU,8th Pass
BJD,0,0,0,UTTARPRADESH,10th Pass
INC,1,100000,700,DELHI,8th Pass
BJP,3,10000,4100,BIHAR,5th Pass
BJP,0,230000,1600,HIMACHALPRADESH,Graduate
DMK,0,3800,30000,UTTARPRADESH,Graduate Professional
INC,1,0,0,KARNATAKA,Graduate Professional
DMK,12,20000,10000,TAMILNADU,Graduate
BJP,0,10000,400,WESTBENGAL,12th Pass
BJD,0,30000,200,JHARKHAND,Post Graduate
INC,0,10000,4500,KARNATAKA,Graduate Professional
BJP,12,0,10000,DELHI,Others
RJD,0,30000,300,GOA,12th Pass
NCP,0,160000,10000,MEGHALAYA,Literate
BJP,0,60000,1600,MADHYAPRADESH,10th Pass
INC,1,1890000,56,HARYANA,Graduate
TDP,87,6700,10000,TAMILNADU,12th Pass
BJP,0,190000,3900,MAHARASHTRA,8th Pass
BJP,0,0,1100,TRIPURA,8th Pass
DMK,29,3500,10000,TAMILNADU,Graduate Professional
BJP,0,30000,4100,MADHYAPRADESH,10th Pass
BJP,0,30000,0,UTTARPRADESH,Doctorate
IND,0,10000,4100,DELHI,Graduate
CPI(M),3,120000,500,KARNATAKA,Graduate
AAP,0,0,80000,PUNJAB,Others
Sikkim Krantikari Morcha,0,10000,2300,GUJARAT,Graduate
YSRCP,1,9000,1400,PUNJAB,Graduate Professional
DMK,5,10000,1500,TAMILNADU,Graduate Professional
CPI(M),0,10000,10000,UTTARPRADESH,Graduate
INC,0,7700,2500,UTTARPRADESH,Graduate
BJP,0,20000,2200,MAHARASHTRA,Graduate Professional
DMK,12,40000,3800,TAMILNADU,8th Pass
BJP,2,30000,6600,KARNATAKA,12th Pass
INC,2,10000,10000,ODISHA,Graduate
CPI(M),0,350000,700,BIHAR,Graduate Professional
BJP,0,350000,6900,GUJARAT,Doctorate
SP,5,300000,100,JHARKHAND,12th Pass
IND,0,170000,2800,WESTBENGAL,Graduate
BJP,0,5300,130000,TAMILNADU,Graduate Professional
BJP,0,170000,900,BIHAR,Graduate Professional
BJP,0,3130000,9300,BIHAR,Graduate
DMK,0,1800,6500,MADHYAPRADESH,Post Graduate
AAP,22,630000,4100,TAMILNADU,Graduate Professional
BJP,0,30000,600,UTTARPRADESH,Literate
SP,0,8300,0,UTTARPRADESH,Literate
BJP,3,20000,20000,MAHARASHTRA,Graduate Professional
BJP,0,100000,2300,UTTARPRADESH,Graduate Professional
INC,8,20000,5600,TAMILNADU,12th Pass
NCP,0,2400,2500,MEGHALAYA,Graduate
YSRCP,0,4200,340000,MADHYAPRADESH,Post Graduate
DMK,5,0,120000,TAMILNADU,Graduate Professional
BJP,0,30000,3600,UTTARPRADESH,5th Pass
CPI(M),0,320000,300000,ANDHRAPRADESH,12th Pass
INC,2,0,4100,KARNATAKA,Graduate
JD(U),0,20000,600,HARYANA,12th Pass
BJP,0,70,360000,KARNATAKA,12th Pass
NCP,0,10000,600,MAHARASHTRA,8th Pass
BJP,0,1600,230000,UTTARPRADESH,12th Pass
BJP,0,20000,10000,UTTARPRADESH,Graduate Professional
BJP,9,280000,10000,HIMACHALPRADESH,12th Pass
SP,6,10000,1900,HARYANA,Graduate Professional
BJP,0,230000,30000,UTTARPRADESH,Graduate
SP,0,830000,0,ODISHA,12th Pass
JD(U),10,10000,0,CHHATTISGARH,Graduate
RJD,0,290000,0,GUJARAT,10th Pass
AIADMK,0,0,0,UTTARPRADESH,10th Pass
BJD,4,20000,20000,KARNATAKA,Graduate Professional
BJP,13,40000,80000,BIHAR,Doctorate
DMK,23,20000,600,TAMILNADU,Graduate Professional
BJP,0,10000,1200,HARYANA,12th Pass
BJP,0,30000,4100,TAMILNADU,10th Pass
BJP,0,60000,10000,UTTARPRADESH,Graduate Professional
BJP,0,0,1200,UTTARPRADESH,12th Pass
AAP,0,420000,94,UTTARPRADESH,Graduate Professional
DMK,10,0,30000,UTTARPRADESH,10th Pass
BJD,0,0,60000,MADHYAPRADESH,Graduate Professional
YSRCP,2,20000,600,BIHAR,Graduate
BJP,0,9600,7000,UTTARPRADESH,Graduate Professional
AAP,3,10000,2400,PUNJAB,12th Pass
AITC,0,20000,10000,WESTBENGAL,Post Graduate
DMK,0,0,50000,TAMILNADU,10th Pass
BJP,2,3700,3600,MADHYAPRADESH,12th Pass
DMK,1,0,900,UTTARPRADESH,Graduate Professional
JD(U),0,240000,110000,MADHYAPRADESH,12th Pass
INC,2,1400,1700,KARNATAKA,Graduate
AAP,3,30000,170000,PUNJAB,Graduate
AITC,0,30000,0,WESTBENGAL,12th Pass
AITC,0,10000,0,WESTBENGAL,12th Pass
JD(U),1,510000,1200,BIHAR,12th Pass
BJP,0,100000,10000,SIKKIM,12th Pass
Tipra Motha Party,0,10000,6200,WESTBENGAL,12th Pass
BJP,0,10000,0,UTTARPRADESH,Graduate
DMK,4,10000,2000,TAMILNADU,8th Pass
BJP,0,10000,0,UTTARPRADESH,Post Graduate
BJP,7,100000,800,ASSAM,Graduate Professional
BJP,0,7500,600,MAHARASHTRA,10th Pass
SP,0,5600,9500,CHHATTISGARH,Post Graduate
Sikkim Krantikari Morcha,0,20000,10000,JHARKHAND,Graduate
IND,0,20000,10000,RAJASTHAN,Graduate Professional
BJP,0,0,30000,UTTARPRADESH,Doctorate
BJD,30,970000,3200,UTTARPRADESH,12th Pass
CPI(M),6,0,6500,TAMILNADU,Graduate Professional
DMK,25,5600,60000,TAMILNADU,Graduate Professional
BJP,0,30000,3500,UTTARPRADESH,Graduate
Tipra Motha Party,0,0,30000,BIHAR,12th Pass
DMK,173,40000,2000,DELHI,12th Pass
BJP,0,40000,4500,RAJASTHAN,Graduate
YSRCP,2,30000,20000,NAGALAND,Graduate Professional
INC,0,150000,1100,MADHYAPRADESH,Graduate Professional
BJP,0,540000,9800,NAGALAND,10th Pass
SP,0,9500,2900,MADHYAPRADESH,Graduate Professional
BJP,0,230000,3400,MADHYAPRADESH,Graduate Professional
BJP,0,150000,10000,RAJASTHAN,Graduate
BJD,49,1900,10000,UTTARAKHAND,12th Pass
BJP,0,90000,1900,JHARKHAND,Literate
BJP,0,200000,10000,GUJARAT,Doctorate
INC,0,0,3700,TAMILNADU,12th Pass
INC,1,0,700,KARNATAKA,Graduate
AIADMK,0,60000,500,KARNATAKA,Graduate
YSRCP,0,5800,3100,MEGHALAYA,Graduate
INC,0,170000,5400,TRIPURA,10th Pass
AAP,0,5300,1400,PUNJAB,Post Graduate
SHS,5,1500,10000,JHARKHAND,8th Pass
AAP,0,10000,10000,JHARKHAND,12th Pass
BJP,11,30000,500,ANDHRAPRADESH,Graduate
RJD,0,70000,300,TAMILNADU,12th Pass
RJD,0,100000,30000,UTTARPRADESH,Graduate Professional
INC,0,870000,3400,BIHAR,Graduate
CPI(M),0,5900,40000,WESTBENGAL,Post Graduate
JD(S),3,520000,10000,KARNATAKA,Graduate
BJP,0,20000,60000,DELHI,Graduate Professional
BJP,0,40000,1100,NAGALAND,Graduate Professional
CPI(M),0,10000,80000,KERALA,Graduate
NCP,0,0,7500,BIHAR,12th Pass
DMK,4,80000,2000,TAMILNADU,8th Pass
IND,0,30000,1700,UTTARPRADESH,Literate
BJD,30,30000,4400,BIHAR,Graduate
AAP,4,2450000,900,TAMILNADU,12th Pass
BJP,3,40000,5400,PUNJAB,Graduate Professional
BJD,0,90000,46,GUJARAT,Graduate Professional
INC,0,90000,1000,PUNJAB,Graduate Professional
IND,1,120000,1300,UTTARPRADESH,Graduate Professional
SHS,2,560000,2200,UTTARPRADESH,Graduate
AITC,0,4410000,0,MEGHALAYA,10th Pass
BJP,4,1100,7200,TAMILNADU,8th Pass
BJD,18,8800,2500,TAMILNADU,8th Pass
AAP,1,0,40000,PUNJAB,10th Pass
BJP,0,920000,2500,UTTARPRADESH,Doctorate
AAP,0,6900,420000,MANIPUR,Graduate Professional
BJP,0,2200,3900,UTTARAKHAND,Others
BJP,0,2000,90000,GUJARAT,12th Pass
BJD,3,20000,50000,UTTARPRADESH,12th Pass
DMK,0,0,2900,WESTBENGAL,Post Graduate
BJP,52,0,10000,CHHATTISGARH,Doctorate
BJP,0,1800,0,BIHAR,Post Graduate
RJD,0,0,30000,HIMACHALPRADESH,5th Pass
DMK,0,0,2300,TAMILNADU,8th Pass
BJP,0,10000,0,UTTARPRADESH,Doctorate
AAP,0,1430000,570000,UTTARPRADESH,Graduate Professional
BJP,0,10000,10000,RAJASTHAN,Graduate
DMK,87,300000,320000,TAMILNADU,Graduate Professional
BJD,6,1600,100000,TAMILNADU,Post Graduate
CPI(M),0,250000,1900,BIHAR,12th Pass
AAP,5,30000,900,PUNJAB,12th Pass
BJD,0,210000,200,GUJARAT,Graduate Professional
INC,16,3400,500,DELHI,12th Pass
BJP,0,0,310000,MADHYAPRADESH,Graduate
DMK,14,80000,0,TAMILNADU,Graduate
DMK,4,80000,1300,UTTARPRADESH,Graduate
DMK,3,440000,10000,KARNATAKA,12th Pass
CPI(M),13,4900,0,HIMACHALPRADESH,Graduate
BJP,18,830000,50000,KERALA,Graduate
SP,1,270000,1700,MADHYAPRADESH,Post Graduate
AAP,0,0,7600,NAGALAND,Graduate
RJD,52,1800,300,TAMILNADU,Graduate
BJP,0,0,1000,JHARKHAND,Literate
BJP,0,30000,300,MADHYAPRADESH,Graduate Professional
DMK,73,2000,2000,TAMILNADU,10th Pass
AITC,0,60000,800,UTTARAKHAND,Doctorate
AAP,0,10000,2100,PUNJAB,Graduate Professional
JMM,2,90000,220000,BIHAR,Graduate
BJP,0,20000,0,MAHARASHTRA,Literate
BJP,0,530000,1100,UTTARAKHAND,10th Pass
YSRCP,1,90000,1700,ANDHRAPRADESH,10th Pass
INC,0,610000,1900,BIHAR,Graduate
BJD,0,6100,2400,DELHI,12th Pass
BJP,0,100000,600,BIHAR,5th Pass
JMM,16,30000,3000,DELHI,Graduate Professional
BJP,0,30000,10000,ANDHRAPRADESH,Graduate Professional
AITC,0,0,0,MADHYAPRADESH,Post Graduate
CPI,0,6600,0,KARNATAKA,Graduate
AIADMK,4,90000,3500,KERALA,8th Pass
INC,0,10000,800,MADHYAPRADESH,Graduate
CPI(M),0,100000,2400,BIHAR,12th Pass
SHS,1,0,40000,GOA,10th Pass
DMK,0,10000,300,TAMILNADU,8th Pass
TDP,1,30000,3900,MEGHALAYA,Literate
SHS,0,360000,1600,MAHARASHTRA,Graduate
BJP,3,5700,1000,KERALA,Graduate
JMM,1,250000,100,WESTBENGAL,12th Pass
AITC,3,70000,1000,WESTBENGAL,Post Graduate
BJP,0,3700,300,UTTARPRADESH,Graduate
NCP,0,0,0,ASSAM,12th Pass
SHS,23,150000,270000,BIHAR,Doctorate
BJP,0,9800,80000,MADHYAPRADESH,12th Pass
BJD,1,0,60,ODISHA,Graduate Professional
NCP,0,100000,4500,RAJASTHAN,8th Pass
INC,0,3700,1800,JHARKHAND,8th Pass
DMK,3,50000,2000,DELHI,Graduate
DMK,0,0,30000,TAMILNADU,12th Pass
DMK,4,240000,0,TAMILNADU,12th Pass
BJD,16,80000,10000,ANDHRAPRADESH,10th Pass
BJP,0,40000,5700,MADHYAPRADESH,12th Pass
TDP,0,6600,50000,BIHAR,Graduate
JMM,0,10000,30000,HIMACHALPRADESH,Post Graduate
AIADMK,0,120000,20000,KARNATAKA,Graduate
DMK,4,5100,2100,RAJASTHAN,Graduate
INC,0,80000,3400,GOA,Graduate Professional
BJP,0,100000,1900,MADHYAPRADESH,10th Pass
IND,0,5000,20000,MAHARASHTRA,Graduate Professional
BJP,0,6200,5000,RAJASTHAN,Graduate Professional
BJP,6,0,20000,MADHYAPRADESH,Doctorate
BJP,0,20000,500,UTTARPRADESH,Graduate
INC,4,30000,320000,RAJASTHAN,Graduate Professional
CPI(M),5,40000,200,KERALA,Graduate
CPI(M),10,0,0,KERALA,Post Graduate
INC,0,800,600,TAMILNADU,12th Pass
BJD,3,40000,2800,TAMILNADU,Graduate Professional
BJP,0,80000,2800,ODISHA,10th Pass
DMK,17,3500,7000,UTTARPRADESH,Graduate
AAP,6,3600,4200,TAMILNADU,Post Graduate
INC,1,500,1600,HIMACHALPRADESH,Graduate Professional
DMK,14,80000,700,TAMILNADU,12th Pass
BJD,0,30000,1900,UTTARPRADESH,5th Pass
CPI(M),0,10000,1400,KERALA,Graduate
DMK,11,500,1020000,MAHARASHTRA,Graduate
AAP,0,900,4100,KERALA,12th Pass
BJD,0,0,0,UTTARPRADESH,Post Graduate
INC,0,380000,800,GOA,Graduate Professional
BJP,0,50000,900,UTTARPRADESH,Graduate
AAP,0,0,600,MAHARASHTRA,12th Pass
AAP,0,150000,90000,MEGHALAYA,8th Pass
Sikkim Krantikari Morcha,0,610000,4000,ASSAM,12th Pass
IND,0,20000,1300,UTTARPRADESH,Post Graduate
INC,0,10000,8200,MANIPUR,Graduate
Sikkim Krantikari Morcha,0,0,700,GUJARAT,12th Pass
BJP,0,0,1400,GUJARAT,12th Pass
BJD,0,10000,0,UTTARPRADESH,Graduate
BJP,0,0,2000,ASSAM,12th Pass
SP,1,10000,40000,DELHI,10th Pass
BJP,6,20000,7700,KARNATAKA,Others
JD(U),0,50000,600,DELHI,Graduate
INC,0,20000,1300,JHARKHAND,Post Graduate
YSRCP,0,4600,300,ANDHRAPRADESH,Graduate
CPI(M),3,4500,90,UTTARAKHAND,12th Pass
BJP,0,20000,800,UTTARPRADESH,Graduate Professional
SHS,0,90000,1600,HIMACHALPRADESH,Doctorate
BJD,0,80000,0,ARUNACHALPRADESH,Graduate
INC,4,300,30000,NAGALAND,8th Pass
BJD,0,10000,200,UTTARPRADESH,12th Pass
BJP,0,30000,900,MANIPUR,Post Graduate
SP,1,10000,30000,RAJASTHAN,Graduate
DMK,10,80000,900,TAMILNADU,Post Graduate
TDP,1,20000,8400,UTTARPRADESH,12th Pass
AAP,0,120000,10000,GOA,Graduate
AAP,0,820000,1700,NAGALAND,Graduate Professional
NPP,0,40000,300,KERALA,Graduate
YSRCP,2,170000,200,WESTBENGAL,10th Pass
BJD,0,780000,10000,UTTARPRADESH,Post Graduate
BJP,0,8900,30000,UTTARPRADESH,Literate
BJP,0,8000,330000,UTTARPRADESH,12th Pass
AAP,1,300000,0,BIHAR,12th Pass
INC,3,170000,5500,KARNATAKA,Graduate
BJD,12,4100,10000,WESTBENGAL,12th Pass
INC,0,20000,30000,KARNATAKA,Graduate Professional
BJP,0,20000,10000,RAJASTHAN,Post Graduate
BJP,0,30000,40000,BIHAR,Doctorate
IND,1,0,40000,ANDHRAPRADESH,10th Pass
BJD,0,20000,60000,WESTBENGAL,Graduate Professional
DMK,3,20000,500,TAMILNADU,Graduate Professional
BJP,0,0,200,UTTARPRADESH,10th Pass
DMK,9,970000,30000,TAMILNADU,8th Pass
AAP,0,20000,20000,RAJASTHAN,Graduate
RJD,3,20000,10000,DELHI,12th Pass
BJP,0,200000,500,RAJASTHAN,Graduate Professional
JMM,4,120000,20000,UTTARPRADESH,12th Pass
INC,2,40000,70000,TAMILNADU,12th Pass
BJD,0,20000,700,ODISHA,Graduate Professional
SHS,0,340000,4100,GUJARAT,12th Pass
INC,0,0,800,UTTARPRADESH,Graduate
INC,12,30000,10000,GUJARAT,Graduate
RJD,0,120000,200,MADHYAPRADESH,Post Graduate
AAP,2,830000,3300,UTTARPRADESH,12th Pass
Tipra Motha Party,0,1750000,800,UTTARPRADESH,Graduate
BJP,0,6400,200,UTTARPRADESH,Graduate
DMK,0,460000,9000,GUJARAT,Graduate Professional
DMK,0,90000,170000,PUNJAB,Graduate Professional
BJP,0,40000,40000,GUJARAT,Doctorate
NCP,3,0,2830000,KARNATAKA,Graduate Professional
YSRCP,0,0,10000,ANDHRAPRADESH,Graduate Professional
AAP,0,270000,170000,PUNJAB,12th Pass
INC,1,0,4100,JHARKHAND,Graduate Professional
BJP,0,1220000,200,UTTARPRADESH,Graduate Professional
CPI(M),4,0,2300,UTTARPRADESH,Post Graduate
DMK,3,10000,100000,TAMILNADU,8th Pass
DMK,0,90000,300,GUJARAT,10th Pass
INC,2,10000,400,KARNATAKA,Graduate Professional
BJP,0,630000,10,MADHYAPRADESH,Graduate
CPI(M),7,130000,8900,UTTARPRADESH,Graduate
BJP,0,30000,200,UTTARPRADESH,Graduate Professional
AIADMK,0,20000,3600,JHARKHAND,10th Pass
BJP,0,50000,0,CHHATTISGARH,Graduate
YSRCP,0,0,200,MAHARASHTRA,Graduate
AITC,0,20000,0,WESTBENGAL,Post Graduate
BJP,1,1150000,10000,GUJARAT,Graduate
BJP,1,890000,170000,BIHAR,Post Graduate
AITC,0,10000,0,UTTARPRADESH,Post Graduate
AITC,3,270000,0,ARUNACHALPRADESH,12th Pass
BJD,0,20000,5400,WESTBENGAL,Post Graduate
DMK,3,5000,10000,TAMILNADU,Graduate Professional
BJP,0,130000,3600,CHHATTISGARH,Others
DMK,24,480000,7400,TAMILNADU,12th Pass
BJD,0,20000,20000,MADHYAPRADESH,10th Pass
BJP,14,3600,2300,CHHATTISGARH,12th Pass
BJP,0,0,30000,UTTARPRADESH,12th Pass
AITC,3,10000,0,WESTBENGAL,12th Pass
BJD,0,520000,24,UTTARPRADESH,12th Pass
BJP,1,800,40000,MADHYAPRADESH,12th Pass
BJP,0,0,4900,RAJASTHAN,5th Pass
AAP,0,80000,1900,JHARKHAND,Graduate Professional
BJP,0,0,2200,GUJARAT,12th Pass
BJP,0,0,10000,BIHAR,Graduate Professional
BJP,0,20000,30,MANIPUR,Literate
YSRCP,2,70000,1600,ANDHRAPRADESH,Graduate Professional
AITC,0,330000,0,WESTBENGAL,Post Graduate
BJD,0,2110000,5000,KARNATAKA,Graduate Professional
INC,0,9900,500,KARNATAKA,8th Pass
