Party,Criminal Case,Total Assets,Liabilities,state,Education
INC,14,100000,30000,UTTARAKHAND,Graduate
INC,2,390000,340000,KARNATAKA,Graduate
BJP,1,190000,6800,GUJARAT,Others
INC,9,5100,5500,PUDUCHERRY,12th Pass
AITC,0,20000,100,WESTBENGAL,Graduate
BJP,0,9400,3800,MAHARASHTRA,Graduate Professional
BJP,0,70000,500,NAGALAND,Graduate
DMK,1,80000,8300,MADHYAPRADESH,Graduate
BJD,0,4600,2300,ODISHA,10th Pass
INC,0,180000,60000,PUNJAB,10th Pass
BJP,0,10000,1140000,ASSAM,8th Pass
DMK,1,50000,6600,KARNATAKA,12th Pass
INC,0,10000,5700,ASSAM,Graduate Professional
AAP,1,230000,310000,DELHI,Others
BJP,0,10000,600,CHHATTISGARH,Post Graduate
BJP,0,160000,2000,GUJARAT,10th Pass
AAP,0,230000,7500,DELHI,Others
BJP,0,4000,0,ARUNACHALPRADESH,Graduate Professional
BJP,1,6700,5600,UTTARPRADESH,12th Pass
BJP,0,10000,2300,UTTARPRADESH,Post Graduate
SP,0,90000,500,UTTARPRADESH,Graduate
BJP,0,6400,1800,TRIPURA,8th Pass
BJP,2,30000,10000,UTTARPRADESH,Post Graduate
BJP,1,80000,10000,BIHAR,Graduate
NCP,0,100000,40000,JHARKHAND,10th Pass
INC,0,530000,6900,ANDHRAPRADESH,Graduate Professional
CPI(M),4,10000,2900,KERALA,Graduate Professional
AITC,0,0,100,WESTBENGAL,Post Graduate
INC,2,20000,170000,MADHYAPRADESH,Graduate
CPI(M),10,10000,1600,KERALA,Graduate Professional
AAP,2,5800,2400,JHARKHAND,12th Pass
INC,0,0,3000,KARNATAKA,10th Pass
NDPP,0,80000,0,NAGALAND,Post Graduate
IND,0,10000,2300,RAJASTHAN,Post Graduate
AAP,0,10000,400,PUNJAB,Post Graduate
BJP,1,780000,75,GUJARAT,10th Pass
SP,4,30000,2300,UTTARPRADESH,12th Pass
TDP,1,120000,0,WESTBENGAL,Graduate
INC,0,30000,400,HARYANA,Graduate
BJP,0,1220000,300,GUJARAT,10th Pass
JMM,0,7700,200,JHARKHAND,10th Pass
RJD,1,210000,10000,BIHAR,Post Graduate
SP,0,90000,0,UTTARPRADESH,Post Graduate
INC,3,700000,10000,KERALA,Graduate
YSRCP,4,510000,5600,ANDHRAPRADESH,12th Pass
BJP,1,210000,10000,BIHAR,Post Graduate
BJP,1,80000,800,GUJARAT,Doctorate
SHS,3,20000,4600,MAHARASHTRA,12th Pass
BJP,6,420000,6100,WESTBENGAL,Graduate
AITC,0,70000,5300,WESTBENGAL,Doctorate
DMK,3,70000,20000,TAMILNADU,Graduate Professional
DMK,99,1210000,90000,TAMILNADU,12th Pass
NCP,0,180000,2500,MAHARASHTRA,10th Pass
BJP,0,4600,2500,MAHARASHTRA,Graduate Professional
CPI(M),1,10000,100,KERALA,Graduate Professional
INC,0,270000,0,JHARKHAND,Graduate
INC,9,10000,0,KERALA,12th Pass
BJP,0,50000,1200,UTTARPRADESH,Post Graduate
INC,19,14130000,2650000,KARNATAKA,Post Graduate
BJP,1,100000,2600,NAGALAND,Graduate
BJP,1,0,80000,GUJARAT,Post Graduate
YSRCP,1,60000,70000,ANDHRAPRADESH,Graduate Professional
INC,0,70000,2600,HIMACHALPRADESH,Post Graduate
SHS,0,70000,1300,MAHARASHTRA,Post Graduate
BJP,5,20000,3700,GUJARAT,Graduate Professional
INC,1,3700,160000,GOA,Graduate
SP,6,20000,0,WESTBENGAL,Graduate
SP,3,30000,2700,UTTARPRADESH,8th Pass
BJP,0,60000,5600,MADHYAPRADESH,Graduate Professional
AITC,0,20000,5500,WESTBENGAL,Graduate Professional
AITC,1,240000,2500,MAHARASHTRA,Post Graduate
INC,3,0,6000,TAMILNADU,Doctorate
BJP,0,300000,8600,PUDUCHERRY,Graduate
INC,51,30000,0,ODISHA,12th Pass
BJP,0,70000,500,GOA,Graduate
BJP,0,60000,1900,UTTARPRADESH,12th Pass
BJD,14,4600,0,ODISHA,Graduate Professional
INC,1,170000,82,KARNATAKA,Graduate Professional
INC,0,70000,30000,GOA,Graduate
RJD,0,60000,1200,BIHAR,Graduate
AAP,1,10000,0,DELHI,Post Graduate
INC,0,830000,10000,GUJARAT,10th Pass
IND,0,70000,0,ARUNACHALPRADESH,Post Graduate
IND,5,70000,1700,MAHARASHTRA,10th Pass
AITC,0,70000,8100,WESTBENGAL,Doctorate
NDPP,0,50000,0,NAGALAND,Post Graduate
NDPP,0,70000,0,NAGALAND,Post Graduate
NCP,3,50000,10000,MAHARASHTRA,8th Pass
NPP,0,30000,0,MANIPUR,Post Graduate
BJP,4,50000,0,BIHAR,12th Pass
YSRCP,0,160000,70000,ANDHRAPRADESH,Graduate Professional
NPP,1,10000,0,RAJASTHAN,Graduate
AAP,0,610000,2700,PUNJAB,Graduate Professional
BJD,0,9300,5500,ODISHA,Graduate
BJP,1,130000,4500,MAHARASHTRA,12th Pass
AIADMK,0,2300,0,TAMILNADU,10th Pass
INC,0,10000,30000,HIMACHALPRADESH,Post Graduate
BJP,1,240000,0,RAJASTHAN,Graduate Professional
DMK,3,8200,30000,TAMILNADU,12th Pass
AITC,1,8400,2800,WESTBENGAL,Graduate
BJP,0,660000,0,MADHYAPRADESH,Post Graduate
BJP,0,80000,200,JHARKHAND,10th Pass
BJD,0,190000,0,ODISHA,Graduate
BJP,2,5800,400,BIHAR,Literate
NPP,1,9300,0,MANIPUR,Post Graduate
INC,0,0,2600,ARUNACHALPRADESH,Graduate
INC,1,3900,1500,ODISHA,Post Graduate
YSRCP,4,6500,8100,ANDHRAPRADESH,10th Pass
AITC,0,4000,0,WESTBENGAL,12th Pass
BJP,0,10000,500,HARYANA,Graduate
DMK,3,30000,90000,TAMILNADU,10th Pass
JD(U),0,6700,0,BIHAR,Graduate Professional
INC,1,90000,10000,MADHYAPRADESH,10th Pass
BJP,0,140000,1300,MAHARASHTRA,12th Pass
Tipra Motha Party,0,1800,300,TRIPURA,Post Graduate
INC,0,420000,500,GUJARAT,10th Pass
INC,42,100000,170000,KARNATAKA,Graduate
BJP,0,30000,1400,RAJASTHAN,Post Graduate
AAP,0,20000,2300,PUNJAB,8th Pass
AIADMK,0,60000,20000,TAMILNADU,Graduate
BJP,9,5100,1400,PUDUCHERRY,Graduate
AAP,0,30000,0,ASSAM,Graduate
AIADMK,0,1200,0,TAMILNADU,10th Pass
BJP,0,170000,5100,GUJARAT,Graduate Professional
JD(S),2,260000,7000,KERALA,Graduate
BJP,7,90000,0,UTTARPRADESH,Post Graduate
INC,1,3500,0,MAHARASHTRA,10th Pass
DMK,3,0,3900,TAMILNADU,Post Graduate
INC,0,7700,0,JHARKHAND,10th Pass
BJP,8,20000,10000,MAHARASHTRA,Post Graduate
AIADMK,3,0,800,TAMILNADU,Post Graduate
INC,0,60000,10000,MADHYAPRADESH,Graduate
BJP,1,8900,2300,HIMACHALPRADESH,Post Graduate
INC,1,530000,9500,KARNATAKA,Post Graduate
IND,0,30000,2100,JHARKHAND,Post Graduate
INC,0,70000,3200,UTTARAKHAND,Graduate
RJD,2,50000,7500,JHARKHAND,Graduate
BJP,1,30000,1700,BIHAR,Post Graduate
YSRCP,3,10000,2400,ANDHRAPRADESH,Post Graduate
INC,14,170000,30000,KARNATAKA,Graduate
BJP,0,10000,100,RAJASTHAN,Graduate Professional
SHS,3,200000,3700,MAHARASHTRA,8th Pass
BJP,0,20000,2100,UTTARPRADESH,8th Pass
CPI(M),0,1300,500,PUNJAB,Graduate
DMK,2,4300,100,ODISHA,Graduate
BJP,1,80000,10000,KARNATAKA,Post Graduate
RJD,0,6700,7600,BIHAR,10th Pass
DMK,4,330000,7400,TAMILNADU,10th Pass
IND,1,210000,3000,BIHAR,Graduate
BJP,0,1600,0,ARUNACHALPRADESH,Graduate
INC,0,20000,5800,PUNJAB,Post Graduate
IND,0,10000,900,RAJASTHAN,Post Graduate
JD(U),1,50000,0,BIHAR,12th Pass
NPP,0,30000,3200,MANIPUR,12th Pass
BJP,0,10000,4100,RAJASTHAN,Graduate
NPP,0,140000,0,MANIPUR,Post Graduate
BJP,3,90000,3500,KARNATAKA,Graduate
INC,8,20000,10000,MAHARASHTRA,Post Graduate
YSRCP,3,100000,10000,ANDHRAPRADESH,Graduate
AAP,1,6900,0,UTTARPRADESH,Post Graduate
BJP,1,0,1200,UTTARPRADESH,Doctorate
BJP,0,10000,4100,RAJASTHAN,Doctorate
NCP,1,70000,9100,MAHARASHTRA,10th Pass
BJP,0,60000,0,UTTARPRADESH,Graduate
RJD,0,6700,1200,BIHAR,12th Pass
BJP,0,10000,4500,JHARKHAND,Graduate
BJP,7,370000,0,UTTARPRADESH,Graduate
SP,3,5200,10000,UTTARPRADESH,8th Pass
BJP,0,5900,7000,MAHARASHTRA,Graduate
AITC,0,7000,0,MEGHALAYA,Graduate
BJP,1,10000,9800,RAJASTHAN,Doctorate
INC,3,20000,30000,MAHARASHTRA,Graduate
IND,0,10000,900,RAJASTHAN,Graduate
INC,0,160000,30000,GOA,Graduate
SHS,8,70000,10000,MAHARASHTRA,12th Pass
INC,1,0,2400,RAJASTHAN,Graduate
DMK,3,5200,10000,WESTBENGAL,12th Pass
INC,13,30000,0,ODISHA,Graduate Professional
BJP,1,210000,10000,BIHAR,10th Pass
INC,8,0,10000,MAHARASHTRA,Post Graduate
INC,1,1070000,7200,HIMACHALPRADESH,Post Graduate
INC,42,290000,170000,KARNATAKA,Graduate
INC,0,20000,170000,MEGHALAYA,Graduate
IND,0,90000,5000,UTTARAKHAND,Post Graduate
BJP,0,230000,82,DELHI,Others
DMK,3,0,2900,TAMILNADU,Graduate Professional
TDP,0,570000,10000,ANDHRAPRADESH,Graduate
AAP,0,1430000,0,DELHI,Others
BJP,0,30000,5500,MEGHALAYA,Graduate
BJP,1,80000,8400,UTTARPRADESH,Post Graduate
AAP,1,520000,60000,HIMACHALPRADESH,Post Graduate
INC,0,170000,40000,KARNATAKA,Graduate Professional
BJP,6,10000,0,UTTARPRADESH,10th Pass
INC,4,50000,20000,BIHAR,Graduate Professional
DMK,42,470000,170000,KARNATAKA,12th Pass
DMK,3,120000,10000,BIHAR,12th Pass
BJP,0,10000,2100,CHHATTISGARH,12th Pass
RJD,1,60000,400,BIHAR,Graduate
INC,4,20000,570000,MADHYAPRADESH,Post Graduate
SHS,8,40000,10000,MAHARASHTRA,12th Pass
AIADMK,0,10000,0,TAMILNADU,10th Pass
BJD,1,20000,0,ODISHA,Post Graduate
Tipra Motha Party,0,1900,300,TRIPURA,Post Graduate
AAP,0,660000,0,ASSAM,Post Graduate
BJP,4,50000,6200,MAHARASHTRA,Graduate
RJD,4,10000,1200,BIHAR,Graduate
BJP,1,0,2900,MAHARASHTRA,Graduate
BJP,4,70000,10000,UTTARPRADESH,Post Graduate
AAP,0,110000,30000,PUNJAB,Graduate
AAP,12,10000,0,TAMILNADU,10th Pass
DMK,29,2300,1200,TAMILNADU,10th Pass
INC,2,40000,10000,HIMACHALPRADESH,Post Graduate
JMM,0,0,500,JHARKHAND,10th Pass
INC,7,1800,120000,PUNJAB,12th Pass
RJD,5,20000,0,BIHAR,10th Pass
SP,0,10000,1700,BIHAR,Post Graduate
YSRCP,0,510000,70000,ANDHRAPRADESH,Post Graduate
BJP,0,0,400,ASSAM,Graduate
INC,1,50000,3100,RAJASTHAN,Graduate
INC,2,70000,500,UTTARAKHAND,Graduate
AAP,1,4300,120000,BIHAR,Graduate
BJP,0,250000,40000,MAHARASHTRA,Others
BJP,0,10000,1400,WESTBENGAL,Post Graduate
DMK,29,3700,7500,TAMILNADU,Post Graduate
TDP,0,5600,3900,ANDHRAPRADESH,Graduate
IND,0,150000,4400,JHARKHAND,10th Pass
BJP,0,20000,100,JHARKHAND,Graduate
CPI(M),1,120000,0,ASSAM,12th Pass
AAP,1,9400,10000,JHARKHAND,Others
YSRCP,0,6500,70000,ANDHRAPRADESH,10th Pass
NPP,0,170000,100,GUJARAT,Post Graduate
INC,7,2450000,0,UTTARPRADESH,Post Graduate
INC,0,10000,3000,ASSAM,Graduate
AIADMK,3,30000,20000,TAMILNADU,Post Graduate
BJP,7,2400,0,WESTBENGAL,Graduate Professional
YSRCP,0,9800,30000,ANDHRAPRADESH,Graduate
IND,2,90000,1140000,UTTARPRADESH,Graduate Professional
NDPP,0,80000,0,NAGALAND,Graduate
BJP,1,90000,1900,MADHYAPRADESH,Post Graduate
BJP,0,50000,1900,UTTARPRADESH,12th Pass
DMK,3,490000,0,TAMILNADU,10th Pass
NPP,0,30000,0,MANIPUR,Post Graduate
BJD,0,5900,1600,ODISHA,Graduate
INC,2,20000,60000,UTTARAKHAND,Post Graduate
AAP,0,30000,0,DELHI,Graduate
BJP,0,40000,0,RAJASTHAN,Post Graduate
BJP,0,2400,800,RAJASTHAN,Literate
IND,0,40000,50000,RAJASTHAN,10th Pass
BJP,2,3800,40000,MAHARASHTRA,12th Pass
SP,7,2420000,0,UTTARPRADESH,Post Graduate
BJP,0,100000,10000,MAHARASHTRA,Graduate
AIADMK,3,0,20000,TAMILNADU,Graduate
BJP,0,3400,4800,WESTBENGAL,Others
AAP,2,90000,82,PUNJAB,Graduate Professional
BJP,2,10000,900,UTTARPRADESH,Graduate
AAP,1,9500,0,PUNJAB,Graduate
BJP,0,10000,500,RAJASTHAN,Graduate
INC,2,100000,3200,HIMACHALPRADESH,Graduate
